,source,text,created_at,sentiment
20061,Twitter for iPhone,"A so-called reporter named @JohnJHarwood, who bombed so badly in the 2016 Presidential Debates that I thought he was going to be immediately fired (a Mini Mike type performance), is now with Fake News @CNN. A total loser!",2020-02-29 03:00:18+00:00,negative
20062,Twitter for iPhone,South Carolina was GREAT. A BIG & REALLY ENTHUSIASTIC CROWD!,2020-02-29 03:25:32+00:00,positive
20066,Twitter for iPhone,I will be having a 1:30 P.M. Press Conference at the White House to discuss the latest CoronaVirus developments. Thank you!,2020-02-29 17:02:35+00:00,neutral
20072,Twitter for iPhone,"Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates,  Mini Mike now has Biden split up his very few voters, taking many away!",2020-03-01 00:16:33+00:00,negative
20073,Twitter for iPhone,"Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders, and take the nomination away from him!",2020-03-01 04:45:36+00:00,negative
20074,Twitter for iPhone,Congratulations to Sleepy Joe Biden!,2020-03-01 04:49:32+00:00,negative
20075,Twitter for iPhone,"Tom Steyer who, other than Mini Mike Bloomberg, spent more dollars for NOTHING than any candidate in history, quit the race today proclaiming how thrilled he was to be a part of the the Democrat Clown Show. Go away Tom and save whatever little money you have left!",2020-03-01 05:30:08+00:00,negative
20076,Twitter for iPhone,"I would find it hard to believe that failed presidential candidates Tom Steyer, or Mini Mike Bloombeg, would contribute to the Democrat Party, even against me, after the way they have been treated - laughed at & mocked. The real politicians ate them up and spit them out!",2020-03-01 05:39:39+00:00,negative
20079,Twitter for iPhone,"Coronavirus: In addition to screening travelers “prior to boarding” from certain designated high risk countries, or areas within those countries, they will also be screened when they arrive in America. Thank you! @VP @SecAzar @CDCgov @CDCDirector",2020-03-01 13:31:59+00:00,neutral
20080,Twitter for iPhone,"The food is GREAT at Sammy’s Mexican Grill in Phoenix, Arizona. Congratulations to Betty & Jorge Rivas on doing such a wonderful job. I will try hard to stop by the next time I am in Phoenix. Support Sammy’s! @foxandfriends",2020-03-01 15:11:11+00:00,positive
20081,Twitter for iPhone,"A Poll in today’s New York Post says that 77% of “U.S. adults have confidence in their government’s ability to handle the Coronavirus (Number One), compared to other health threats.” 64% for Zika, 58% for Ebola. Others way down on list. Our professionals are doing a great job!",2020-03-01 20:17:46+00:00,positive
20082,Twitter for iPhone,"“Who better than @RepRatcliffe, who got to the bottom of the FISAGATE & RUSSIAGATE HOAX. It makes a lot of sense to put John Ratcliffe in there (DNI).The Senate should quickly approve him. @DevinNunes @MariaBartiromo  John will do a great job for the American people!",2020-03-01 21:00:52+00:00,positive
20083,Twitter for iPhone,"People are disgusted and embarrassed by the Fake News Media, as headed by the @nytimes, @washingtonpost, @comcast & MSDNC, @ABC, @CBSNews and more. They no longer believe what they see and read, and for good reason. Fake News is, indeed, THE ENEMY OF THE PEOPLE!",2020-03-01 21:13:29+00:00,negative
20084,Twitter for iPhone,"Pete Buttigieg is OUT. All of his SuperTuesday votes will go to Sleepy Joe Biden. Great timing. This is the REAL beginning of the Dems taking Bernie out of play - NO NOMINATION, AGAIN!",2020-03-01 23:43:34+00:00,negative
20085,Twitter for iPhone,"Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!",2020-03-02 00:08:40+00:00,negative
20093,Twitter for iPhone,"Watch Mark Levin interview of Charlie Kirk tonight at 11:00 P.M. on @FoxNews. Amazing!!!  And, while you’re at it, go get Charlie’s new book, “The MAGA Doctrine: The Only Ideas That Will Win the Future”...This is a really GREAT book. Support Charlie Kirk!",2020-03-02 02:12:12+00:00,positive
20108,Twitter for iPhone,I am meeting with the major pharmaceutical companies today at the White House about progress on a vaccine and cure. Progress being made!,2020-03-02 12:26:23+00:00,positive
20112,Twitter for iPhone,"“Ever since (Mini Mike) Bloomberg’s bad debate performances, his support has dropped.” @abcnews  Dropped a lot. Only his highly paid consultants, who are laughing all the way to the bank, still support him...And by the way, he did not poll well as mayor in handling crisis!",2020-03-02 12:42:49+00:00,negative
20113,Twitter for iPhone,I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm & vigilant!,2020-03-02 12:55:20+00:00,negative
20114,Twitter for iPhone,"Jack Welch, former Chairman and CEO of GE, a business legend, has died. There was no corporate leader like “neutron” Jack. He was my friend and supporter. We made wonderful deals together. He will never be forgotten. My warmest sympathies to his wonderful wife & family!",2020-03-02 14:19:23+00:00,positive
20117,Twitter for iPhone,".@FoxNews is working hard pushing the Radical Left, Do Nothing Democrats. They want to be, unlike their competitors, @CNN & MSDNC (Comcast), Fair & Balanced. When will they ever learn. The Radical Left never even gave @FoxNews permission to partake in their low rated debates!",2020-03-02 16:43:33+00:00,negative
20118,Twitter for iPhone,"The only people in favor of Mini Mike continuing with his hapless campaign are me and his political consultants, who are getting richer and richer by the day!",2020-03-02 17:01:23+00:00,negative
20143,Twitter for iPhone,They are staging a coup against Bernie!,2020-03-02 21:32:54+00:00,negative
20150,Twitter for iPhone,"The Democrats in the House should propose a very simple one year Payroll Tax cut. Great for the middle class, great for the USA!",2020-03-03 04:17:15+00:00,negative
20156,Twitter for iPhone,"Texas & Oklahoma: Mini Mike Bloomberg will kill your drilling, fracking and pipelines. Petroleum based “anything” is dead. Energy jobs gone. Don’t vote for Mini Mike!",2020-03-03 13:24:48+00:00,negative
20160,Twitter for iPhone,"Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a choker!",2020-03-03 14:30:27+00:00,negative
20164,Twitter for iPhone,"The Federal Reserve is cutting but must further ease and, most importantly, come into line with other countries/competitors. We are not playing on a level field. Not fair to USA. It is finally time for the Federal Reserve to LEAD. More easing and cutting!",2020-03-03 15:51:43+00:00,neutral
20167,Twitter for iPhone,I commend the hard work of Senator @SteveDaines and @SenCoryGardner in protecting funding for the Land and Water Conservation Fund for years to come. The citizens of Montana and Colorado thank you both!,2020-03-03 18:30:37+00:00,positive
20169,Twitter for iPhone,"I am calling on Congress to send me a Bill that fully and permanently funds the LWCF and restores our National Parks. When I sign it into law, it will be HISTORIC for our beautiful public lands. ALL thanks to @SenCoryGardner and @SteveDaines, two GREAT Conservative Leaders!",2020-03-03 21:10:46+00:00,positive
20187,Twitter for iPhone,"The biggest loser tonight, by far, is Mini Mike Bloomberg. His “political” consultants took him for a ride. $700 million washed down the drain, and he got nothing for it but the nickname Mini Mike, and the complete destruction of his reputation. Way to go Mike!",2020-03-04 03:23:58+00:00,negative
20188,Twitter for iPhone,"Elizabeth “Pocahontas” Warren, other than Mini Mike, was the loser of the night. She didn’t even come close to winning her home state of Massachusetts. Well, now she can just sit back with her husband and have a nice cold beer!",2020-03-04 03:35:16+00:00,negative
20199,Twitter for iPhone,"The Democrat establishment came together and crushed Bernie Sanders, AGAIN! Even the fact that Elizabeth Warren stayed in the race was devastating to Bernie and allowed Sleepy Joe to unthinkably win Massachusetts. It was a perfect storm, with many good states remaining for Joe!",2020-03-04 11:52:25+00:00,negative
20200,Twitter for iPhone,"So selfish for Elizabeth Warren to stay in the race. She has Zero chance of even coming close to winning, but hurts Bernie badly. So much for their wonderful liberal friendship. Will he ever speak to her again? She cost him Massachusetts (and came in third), he shouldn’t!",2020-03-04 12:12:29+00:00,negative
20203,Twitter for iPhone,"MAKE AMERICA GREAT AGAIN and then, KEEP AMERICA GREAT!!!!",2020-03-04 12:48:23+00:00,positive
20204,Twitter for iPhone,"I will be going to the Great State of Tennessee on Friday. The USA stands with the people of Tennessee 100%, whatever they need! The tornadoes were of record size & velocity. God bless your loved ones & all of the families affected! Thanks to @GovBillLee & @MarshaBlackburn",2020-03-04 14:20:44+00:00,positive
20205,Twitter for iPhone,"The great people of Montana can have no better VOICE than Senator @SteveDaines. He is doing an incredible job! Whoever the Democrat nominee may be, please understand that I will be working hard with Steve all the way, & last night I was 20 for 20 (per @GOPLeader). WE NEED STEVE!",2020-03-04 14:56:01+00:00,negative
20206,Twitter for iPhone,"Wow! If Elizabeth Warren wasn’t in the race, Bernie Sanders would have EASILY won Massachusetts, Minnesota and Texas, not to mention various other states. Our modern day Pocahontas won’t go down in history as a winner, but she may very well go down as the all time great SPOILER!",2020-03-04 15:21:44+00:00,negative
20207,Twitter for iPhone,"The Mayor of Los Angeles, @ericgarcetti, is dealing with us trying to get the Federal Government to fix the terrible problem he and the Dems have caused with the homeless, and the horrendous effects it is having on the City, which is a mess. I then watch him talk “trash” on me!",2020-03-04 15:32:30+00:00,negative
20208,Twitter for iPhone,"Mini Mike Bloomberg just “quit” the race for President. I could have told him long ago that he didn’t have what it takes, and he would have saved himself a billion dollars, the real cost. Now he will pour money into Sleepy Joe’s campaign, hoping to save face. It won’t work!",2020-03-04 15:40:01+00:00,negative
20209,Twitter for iPhone,"Mini Mike Bloomberg will now FIRE Tim O’Brien, and all of the fools and truly dumb people who got him into this MESS. This has been the worst, and most embarrassing, experience of his life...and now on to Sleepy Joe!",2020-03-04 15:57:08+00:00,negative
20210,Twitter for iPhone,"Mini Mike, “Three months ago I entered the race for President to defeat Donald Trump, (and I failed miserably!).",2020-03-04 16:06:04+00:00,negative
20212,Twitter for iPhone,"Pandering Mini Mike Bloomberg, along with his wacky friend, Tom Steyer, have found out the hard way that you can’t buy the election! They both wish they had it to do over again!",2020-03-04 20:06:11+00:00,negative
20213,Twitter for iPhone,Will be interviewed by @SeanHannity tonight at 9:00 P.M. Eastern on @FoxNews. Enjoy!,2020-03-04 23:43:30+00:00,neutral
20215,Twitter for iPhone,"Congress has agreed to provide $8 Billion to fight Coronavirus! This means @CDCgov, @HHSGov, and @DHSgov will have the resources they need to Keep America Safe and keep the risk to workers and families very low. This is great news for our Health, our Economy, and our Nation!",2020-03-04 23:46:50+00:00,positive
20222,Twitter for iPhone,Retired Four Star General Jack Keane will recieve the PRESIDENTIAL MEDAL OF FREEDOM next week!,2020-03-05 00:32:50+00:00,neutral
20223,Twitter for iPhone,"There can be few things worse in a civilized, law abiding nation, than a United States Senator openly, and for all to see and hear, threatening the Supreme Court or its Justices. This is what Chuck Schumer just did. He must pay a severe price for this!",2020-03-05 01:03:06+00:00,negative
20225,Twitter for iPhone,Retired Four Star General Jack Keane will receive the PRESIDENTIAL MEDAL OF FREEDOM next week!,2020-03-05 01:23:29+00:00,neutral
20227,Twitter for iPhone,I will be interviewed by @seanhannity on @FoxNews at 9:10 P.M.,2020-03-05 02:03:37+00:00,neutral
20230,Twitter for iPhone,"As per recent Federal Court ruling, the Federal Government will be withholding funds from Sanctuary Cities. They should change their status and go non-Sanctuary. Do not protect criminals!",2020-03-05 14:11:25+00:00,neutral
20231,Twitter for iPhone,"I NEVER said people that are feeling sick should go to work. This is just more Fake News and disinformation put out by the Democrats, in particular MSDNC. Comcast covers the CoronaVirus situation horribly, only looking to do harm to the incredible & successful effort being made!",2020-03-05 14:30:50+00:00,negative
20232,Twitter for iPhone,Schumer has brought great danger to the steps of the United States Supreme Court!,2020-03-05 15:30:50+00:00,negative
20233,Twitter for iPhone,"“I want to commend the President for how he has handled the CoronaVirus situation, especially his early decision to shut down access into our Country from China, despite strong opposition to that decision.” @SenTomCotton Thank you Tom!",2020-03-05 15:53:33+00:00,positive
20234,Twitter for iPhone,".@GOPLeader Kevin McCarthy informed me that I was 20 for 20 on Tuesday with respect to my Endorsement of candidates. Sadly, I didn’t get that information from the Fake News Media. They don’t report those things, or the far more than Dems cumulative votes, despite no opposition!",2020-03-05 16:02:43+00:00,negative
20235,Twitter for iPhone,"Elizabeth “Pocahontas” Warren, who was going nowhere except into Mini Mike’s head, just dropped out of the Democrat Primary...THREE DAYS TOO LATE. She cost Crazy Bernie, at least, Massachusetts, Minnesota and Texas. Probably cost him the nomination! Came in third in Mass.",2020-03-05 16:10:49+00:00,negative
20236,Twitter for iPhone,“Joe Biden represents the past. President Trump represents the future.” @LisaMarieBoothe @edhenry @FoxNews,2020-03-05 16:22:04+00:00,negative
20237,Twitter for iPhone,"With approximately 100,000 CoronaVirus cases worldwide, and 3,280 deaths, the United States, because of quick action on closing our borders, has, as of now, only 129 cases (40 Americans brought in) and 11 deaths. We are working very hard to keep these numbers as low as possible!",2020-03-05 16:34:21+00:00,positive
20239,Twitter for iPhone,"The Department of Education is NOT closing hundreds of schools in rural areas of our Country. This is just more Fake News. We are investing greatly in our schools, and always will!",2020-03-05 19:02:39+00:00,negative
20240,Twitter for iPhone,"Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation. The April 2009-10 Swine Flu, where nearly 13,000 people died in the U.S., was poorly handled. Ask MSDNC & lightweight Washington failure @RonaldKlain, who the President was then?",2020-03-05 20:34:49+00:00,positive
20246,Twitter for iPhone,Tonight’s Fox News Town Hall with @MarthaMacCallum and @BretBaier will rebroadcast at 11:00 P.M. Eastern on @FoxNews. Enjoy!,2020-03-06 01:59:14+00:00,neutral
20276,Twitter for iPhone,"I will protect your Social Security and Medicare, just as I have for the past 3 years. Sleepy Joe Biden will destroy both in very short order, and he won’t even know he’s doing it!",2020-03-06 15:08:07+00:00,negative
20277,Twitter for iPhone,"It is FAKE NEWS that @HHSGov @SecAzar is “sidelined” from the great job he is doing on the CoronaVirus Task Force. He has the total confidence of the @VP and myself, and is doing a fantastic job, as the numbers would indicate!",2020-03-06 15:38:06+00:00,negative
20298,Twitter for iPhone,"We have now learned for sure that the Democrats don’t want anything to do with Crazy Bernie. Rigged? First @amyklobuchar & @PeteButtigieg quit the race & come out for Sleepy Joe BEFORE Super Tuesday. Pocahontas says NO & quits race AFTER ELECTION, thereby depriving Bernie of at..",2020-03-08 04:42:07+00:00,negative
20302,Twitter for iPhone,"We have a perfectly coordinated and fine tuned plan at the White House for our attack on CoronaVirus. We moved VERY early to close borders to certain areas, which was a Godsend. V.P. is doing a great job. The Fake News Media is doing everything possible to make us look bad. Sad!",2020-03-08 12:45:45+00:00,negative
20303,Twitter for iPhone,"The New York Times is an embarrassment to journalism. They were a dead paper before I went into politics, and they will be a dead paper after I leave, which will be in 5 years. Fake News is the Enemy of the people!",2020-03-08 16:23:39+00:00,negative
20323,Twitter for iPhone,"The Fake News Media and their partner, the Democrat Party, is doing everything within its semi-considerable power (it used to be greater!) to inflame the CoronaVirus situation, far beyond what the facts would warrant. Surgeon General, “The risk is low to the average American.”",2020-03-09 11:20:43+00:00,negative
20324,Twitter for iPhone,"Cryin’ Chuck Schumer said, “You will pay the price for this. You won’t know what HIT YOU.” That is far beyond simple rhetoric. That is a physical threat, or at least a threat that you better vote for us.” Trouble ahead!",2020-03-09 11:24:52+00:00,negative
20325,Twitter for iPhone,Elizabeth “Pocahontas” Warren singlehandedly destroyed the Bernie Sanders campaign by stripping voters away from his count on Super T. He lost states that he easily would have won if she had dropped out 3 days earlier. The DNC is doing it to Bernie again! Will he ever get angry?,2020-03-09 11:30:18+00:00,negative
20327,Twitter for iPhone,"Now the Democrats are trying to smear Bernie with Russia, Russia, Russia. They are driving him Crazy!",2020-03-09 11:33:37+00:00,negative
20328,Twitter for iPhone,"“Trump has outmastered the Deep State. He’s light years ahead of us.” MSDNC. I disagree. We have a long way to go. There are still some very bad, sick people in our government - people who do not love our Country (In fact, they hate our Country!).",2020-03-09 11:39:35+00:00,negative
20329,Twitter for iPhone,The Obama/Biden Administration is the most corrupt Administration in the history of our Country!,2020-03-09 11:40:56+00:00,negative
20330,Twitter for iPhone,Great job being done by the @VP and the CoronaVirus Task Force. Thank you!,2020-03-09 13:11:47+00:00,positive
20331,Twitter for iPhone,The BEST decision made was the toughest of them all - which saved many lives. Our VERY early decision to stop travel to and from certain parts of the world!,2020-03-09 13:16:05+00:00,positive
20332,Twitter for iPhone,So much FAKE NEWS!,2020-03-09 13:17:12+00:00,negative
20333,Twitter for iPhone,"Good for the consumer, gasoline prices coming down!",2020-03-09 14:36:49+00:00,positive
20334,Twitter for iPhone,"Saudi Arabia and Russia are arguing over the price and flow of oil. That, and the Fake News, is the reason for the market drop!",2020-03-09 14:36:50+00:00,negative
20335,Twitter for iPhone,"So last year 37,000 Americans died from the common Flu. It averages between 27,000 and 70,000 per year. Nothing is shut down, life & the economy go on. At this moment there are 546 confirmed cases of CoronaVirus, with 22 deaths. Think about that!",2020-03-09 14:47:59+00:00,positive
20336,Twitter for iPhone,"Congressman Michael Guest (@GuestCongress) is an incredible fighter for the Great State of Mississippi. Michael is strong on Crime and the Border, he loves our Military and Vets. Michael has my Complete and Total Endorsement! Get out and Vote for Michael tomorrow, March 10th!",2020-03-09 21:29:35+00:00,positive
20337,Twitter for iPhone,"Congressman @StevenPalazzo is doing a fantastic job for the people of Mississippi. He strongly supports our #MAGA Agenda. Steven will continue to protect your #2A, & Support our INCREDIBLE Vets & Military. Steven has my Complete Endorsement. VOTE for Steven tomorrow, March 10th!",2020-03-09 21:34:37+00:00,positive
20347,Twitter for iPhone,"Wow! @foxandfriends blew away the competition of Morning Joke (which did very poorly) on MSDNC (Another Comcast sleaze production), and @CNN’s New Day, in the Morning Television Ratings. A total blowout, but that’s what you get when you treat “Trump” fairly!",2020-03-10 11:33:52+00:00,positive
20349,Twitter for iPhone,Going to be a BAD day for Crazy Bernie!,2020-03-10 13:23:21+00:00,negative
20352,Twitter for iPhone,"Our pathetic, slow moving Federal Reserve, headed by Jay Powell, who raised rates too fast and lowered too late, should get our Fed Rate down to the levels of our competitor nations. They now have as much as a two point advantage, with even bigger currency help. Also, stimulate!",2020-03-10 14:00:07+00:00,negative
20353,Twitter for iPhone,"The Federal Reserve must be a leader, not a very late follower, which it has been!",2020-03-10 14:02:12+00:00,negative
20354,Twitter for iPhone,"There is another Russia, Russia, Russia meeting today. It is headed up by corrupt politician Adam “Shifty” Schiff, so I wouldn’t expect too much! @DHS_Wolf",2020-03-10 14:28:57+00:00,negative
20355,Twitter for iPhone,"Nancy Pelosi just said, “I don’t know if we can be ready this week.” In other words, it’s off to vacation for the Do Nothing Democrats. That’s been the story with them for 1 1/2 years!",2020-03-10 14:42:24+00:00,negative
20356,Twitter for iPhone,Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!,2020-03-10 14:44:11+00:00,negative
20357,Twitter for iPhone,"Ronald Reagan’s great economist, the recipient of the Presidential Medal of Freedom, has just said great things about a Payroll Tax Cut!",2020-03-10 14:48:18+00:00,positive
20365,Twitter for iPhone,"If you like automobiles, how can you vote for a Democrat who all want to get rid of cars, as quickly as possible, especially if they are powered by gasoline. Remember also, no more than one car per family. I, on the other hand, have new plants being built all over Michigan, Plus!",2020-03-10 21:31:54+00:00,positive
20366,Twitter for iPhone,"Best unemployment numbers in the history of our Country. Best employment number EVER, almost 160 million people working right now. Vote Republican, unless you want to see these numbers obliterated!",2020-03-10 21:59:35+00:00,positive
20374,Twitter for iPhone,"Pocahontas, working in conjunction with the Democrat Party, totally destroyed the campaign of Bernie Sanders. If she would have quit 3 days earlier, Sanders would have beaten Biden in a route, it wouldn’t even have been close. They also got two other losers to support Sleepy Joe!",2020-03-11 04:55:59+00:00,negative
20386,Twitter for iPhone,"Vanity Fair Magazine, which will soon be out of business, and their third rate Fake reporters, who make up sources which don’t exist, wrote yet another phony & boring hit piece. The facts are just the opposite. Our team is doing a great job with CoronaVirus!",2020-03-11 14:22:00+00:00,negative
20388,Twitter for iPhone,Someone needs to tell the Democrats in Congress that CoronaVirus doesn’t care what party you are in. We need to protect ALL Americans!,2020-03-11 18:50:10+00:00,negative
20393,Twitter for iPhone,I am fully prepared to use the full power of the Federal Government to deal with our current challenge of the CoronaVirus!,2020-03-11 19:18:35+00:00,neutral
20394,Twitter for iPhone,I will be addressing the Nation this evening at 9:00 P.M. (Eastern) from the Oval Office.,2020-03-11 20:44:36+00:00,neutral
20395,Twitter for iPhone,"The Media should view this as a time of unity and strength. We have a common enemy, actually, an enemy of the World, the CoronaVirus. We must beat it as quickly and safely as possible. There is nothing more important to me than the life & safety of the United States!",2020-03-11 22:04:26+00:00,neutral
20397,Twitter for iPhone,"Hoping to get the payroll tax cut approved by both Republicans and Democrats, and please remember, very important for all countries & businesses to know that trade will in no way be affected by the 30-day restriction on travel from Europe. The restriction stops people not goods.",2020-03-12 02:13:32+00:00,negative
20402,Twitter for iPhone,"“Nancy Pelosi all of a sudden doesn’t like the payroll tax cut, but when Obama proposed it she thought it was a brilliant thing that all of the working families would benefit from because if you get a paycheck, you’re going to take home more money.” @kilmeade @foxandfriends",2020-03-12 10:15:43+00:00,negative
20429,Twitter for iPhone,"Many Republican Senators want me to Veto the FISA Bill until we find out what led to, and happened with, the illegal attempted “coup” of the duly elected President of the United States, and others!",2020-03-12 14:44:36+00:00,neutral
20434,Twitter for iPhone,"108 countries are dealing with the CoronaVirus problem, some of which we are helping!",2020-03-12 20:02:21+00:00,neutral
20440,Twitter for iPhone,"Just had a great conversation with Prime Minister Abe of Japan. I told him that the just completed Olympic venue is magnificent. He has done an incredible job, one that will make him very proud. Good things will happen for Japan and their great Prime Minister. Lots of options!",2020-03-13 01:58:02+00:00,positive
20441,Twitter for iPhone,"Sleepy Joe Biden was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings & a 78% Approval Rating, the highest on record. His was lowest!",2020-03-13 02:20:56+00:00,negative
20442,Twitter for iPhone,"“The Obama White House had to immediately issue an apology for Joe Biden’s remarks, and any alarm that he might have caused, an alarm about a Swine Flu outbreak that took 6 months for President Obama to declare a National Emergency, and that killed 12,000 Americans.” @LouDobbs",2020-03-13 02:33:48+00:00,negative
20448,Twitter for iPhone,"If you want to get money into the hands of people quickly & efficiently, let them have the full money that they earned, APPROVE A PAYROLL TAX CUT until the end of the year, December 31. Then you are doing something that is really meaningful. Only that will make a big difference!",2020-03-13 12:30:48+00:00,negative
20449,Twitter for iPhone,"The Federal Reserve must FINALLY lower the Fed Rate to something comparable to their competitor Central Banks. Jay Powell and group are putting us at a decided economic & physiological disadvantage. Should never have been this way. Also, STIMULATE!",2020-03-13 13:44:29+00:00,negative
20450,Twitter for iPhone,"To this point, and because we have had a very strong border policy, we have had 40 deaths related to CoronaVirus. If we had weak or open borders, that number would be many times higher!",2020-03-13 14:52:59+00:00,positive
20451,Twitter for iPhone,"I will be having a news conference today at 3:00 P.M., The White House. Topic: CoronaVirus!",2020-03-13 14:55:34+00:00,neutral
20455,Twitter for iPhone,"At my request, effective midnight tonight, Carnival, Royal Caribbean, Norwegian, and MSC have all agreed to suspend outbound cruises for thirty days. It is a great and important industry – it will be kept that way!",2020-03-13 22:21:18+00:00,neutral
20475,Twitter for iPhone,Good teamwork between Republicans & Democrats as the House passes the big CoronaVirus Relief Bill. People really pulled together. Nice to see!,2020-03-14 11:37:24+00:00,negative
20483,Twitter for iPhone,BIGGEST STOCK MARKET RISE IN HISTORY YESTERDAY!,2020-03-14 12:08:12+00:00,positive
20484,Twitter for iPhone,"Attending meetings on Covid-19 in the White House. Working with States and local governments, many of whom have done a great job. Full report latter!",2020-03-14 13:45:56+00:00,neutral
20486,Twitter for iPhone,News Conference at White House in 10 minutes.,2020-03-14 15:57:29+00:00,neutral
20491,Twitter for iPhone,Just had a nice conversation with Prime Minister @JustinTrudeau of Canada. Great to hear that his wonderful wife Sophie is doing very well. The United States and Canada will continue to coordinate closely together on COVID-19.,2020-03-14 19:06:09+00:00,positive
20506,Twitter for iPhone,TODAY IS A NATIONAL DAY OF PRAYER. GOD BLESS EVERYONE!,2020-03-15 15:02:16+00:00,positive
20507,Twitter for iPhone,I am watching a great and beautiful service by Pastor Jentezen Franklin. Thank you! @Jentezen,2020-03-15 15:20:33+00:00,positive
20508,Twitter for iPhone,"We are doing very precise Medical Screenings at our airports. Pardon the interruptions and delays, we are moving as quickly as possible, but it is very important that we be vigilant and careful. We must get it right. Safety first!",2020-03-15 16:34:23+00:00,positive
20511,Twitter for iPhone,"Can’t believe they are not going after Schumer for the threats he made to our cherished United States Supreme Court, and our two great Justices. If a Republican did that, there would be an endless price to pay. Pathetic!",2020-03-15 17:09:50+00:00,negative
20512,Twitter for iPhone,"So now it is reported that, after destroying his life & the life of his wonderful family (and many others also), the FBI, working in conjunction with the Justice Department, has “lost” the records of General Michael Flynn. How convenient. I am strongly considering a Full Pardon!",2020-03-15 17:29:03+00:00,negative
20516,Twitter for iPhone,"The individual Governors of States, and local officials, must step up their efforts on drive up testing and testing sights, working in conjunction with @CDCgov and the Federal Government!",2020-03-15 22:53:05+00:00,neutral
20520,Twitter for iPhone,"I must say, that was a VERY boring debate. Biden lied when he said I want to cut Social Security and Medicare. That’s what they ALL said 4 years ago, and nothing happened, in fact, I saved Social Security and Medicare. I will not be cutting, but they will. Be careful!",2020-03-16 02:51:02+00:00,negative
20525,Twitter for iPhone,God Bless the USA!,2020-03-16 12:41:22+00:00,positive
20526,Twitter for iPhone,Everybody is so well unified and working so hard. It is a beautiful thing to see. They love our great Country. We will end up being stronger than ever before!,2020-03-16 15:00:41+00:00,positive
20527,Twitter for iPhone,Just had a  very good tele-conference with Nations’s Governors. Went very well. Cuomo of New York has to “do more”.,2020-03-16 17:40:59+00:00,positive
20531,Twitter for iPhone,"Yesterday I spoke with the great American Grocers and Supply Chain Executives. We are confident that supply will continue to meet demand nationwide. These beacons of our community will remain open for you, no matter what. We are working hard to remove any barriers to that effort!",2020-03-16 20:29:30+00:00,positive
20532,Twitter for iPhone,I ask all Americans to band together and support your neighbors by not hoarding unnecessary amounts of food and essentials. TOGETHER we will stay STRONG and overcome this challenge!,2020-03-16 20:29:46+00:00,positive
20533,Twitter for iPhone,"The United States will be powerfully supporting those industries, like Airlines and others, that are particularly affected by the Chinese Virus. We will be stronger than ever before!",2020-03-16 22:51:54+00:00,positive
20557,Twitter for iPhone,Failing  Michigan Governor must work harder and be much more proactive. We are pushing her to get the job done. I stand with Michigan!,2020-03-17 13:27:18+00:00,negative
20558,Twitter for iPhone,Federal Government is working very well with the Governors and State officials. Good things will happen! #KILLTHEVIRUS,2020-03-17 13:34:01+00:00,positive
20581,Twitter for iPhone,The world is at war with a hidden enemy. WE WILL WIN!,2020-03-17 19:31:33+00:00,positive
20598,Twitter for iPhone,"For the people that are now out of work because of the important and necessary containment policies, for instance the shutting down of hotels, bars and restaurants, money will soon be coming to you. The onslaught of the Chinese Virus is not your fault! Will be stronger than ever!",2020-03-18 10:41:14+00:00,positive
20599,Twitter for iPhone,I will totally protect your Medicare & Social Security!,2020-03-18 10:53:58+00:00,neutral
20600,Twitter for iPhone,I will be having a news conference today to discuss very important news from the FDA concerning the Chinese Virus!,2020-03-18 11:12:49+00:00,neutral
20601,Twitter for iPhone,"I always treated the Chinese Virus very seriously, and have done a very good job from the beginning, including my very early decision to close the “borders” from China - against the wishes of almost all. Many lives were saved. The Fake News new narrative is disgraceful & false!",2020-03-18 11:46:33+00:00,positive
20603,Twitter for iPhone,"The DNC will have gotten their fondest wish and defeated Bernie Sanders, far ahead of schedule. Now they are doing everything possible to be nice to him in order to keep his supporters. Bernie has given up, just like he did last time. He will be dropping out soon! MAGA/KAG",2020-03-18 13:16:07+00:00,positive
20606,Twitter for iPhone,"We will be, by mutual consent, temporarily closing our Northern Border with Canada to non-essential traffic. Trade will not be affected. Details to follow!",2020-03-18 13:37:46+00:00,neutral
20613,Twitter for iPhone,"Today I spoke with American physicians and nurses to thank them for their tireless work. Doctors and nurses are at the front lines of this war and are true American HEROES! With their help, America will WIN.",2020-03-18 20:49:33+00:00,positive
